id,name,description
L9264147,Zona de Amortecimento," country: BR, region: BR-SP (PE Serra do Mar)"
L20556671,núcleo Santa Virgínia (estrada de acesso)," country: BR, region: BR-SP (PE Serra do Mar)"
L10530185,área geral," country: BR, region: BR-SP (PE Serra do Mar)"
L7768027,PE Serra do Ouro Branco," country: BR, region: BR-MG (PE Serra do Ouro Branco)"
L3634512,PE Serra do Rola Moça," country: BR, region: BR-MG (PE Serra do Rola Moça)"
L17143515,Trilha das Pitangueiras," country: BR, region: BR-MG (PE Serra do Rola Moça)"
L3625434,Trilha do Cerrado," country: BR, region: BR-MG (PE Serra do Rola Moça)"
L10106742,Cachoeira do Abade," country: BR, region: BR-GO (PE Serra dos Pirineus)"
L9684093,flores," country: BR, region: BR-GO (PE Serra dos Pirineus)"
L9709483,topo do Pico (somente)," country: BR, region: BR-GO (PE Serra dos Pirineus)"
L10929355,vereda Rio das Almas," country: BR, region: BR-GO (PE Serra dos Pirineus)"
L4605801,área geral e listas históricas," country: BR, region: BR-GO (PE Serra dos Pirineus)"
L3788151,Caverna Angelica," country: BR, region: BR-GO (PE Terra Ronca)"
L8669288,Lapa Terra Ronca," country: BR, region: BR-GO (PE Terra Ronca)"
L9896104,Pousada Alto da Lapa," country: BR, region: BR-GO (PE Terra Ronca)"
L6258680,Centro de Primatologia do Rio de Janeiro e áreas adjacentes," country: BR, region: BR-RJ (PE Três Picos)"
L3120435,Jacarandá," country: BR, region: BR-RJ (PE Três Picos)"
L3197165,Vale da Revolta," country: BR, region: BR-RJ (PE Três Picos)"
L1088208,PE Turístico do Alto Ribeira (PETAR)," country: BR, region: BR-SP (PE Turístico do Alto Ribeira (PETAR))"
L3848439,Japuí," country: BR, region: BR-SP (PE Xixová)"
L2673372, Trilha para a praia Itaquitandiva," country: BR, region: BR-SP (PE Xixová)"
L5210083,PE da Cabeça do Cachorro," country: BR, region: BR-PR (PE da Cabeça do Cachorro)"
L952126,PE da Cantareira," country: BR, region: BR-SP (PE da Cantareira)"
L5115294,Nucleo Águas Claras," country: BR, region: BR-SP (PE da Cantareira)"
L3511373,Núcleo Cabuçu," country: BR, region: BR-SP (PE da Cantareira)"
L3654171,Núcleo Engordador," country: BR, region: BR-SP (PE da Cantareira)"
L4402171,Núcleo Pedra Grande," country: BR, region: BR-SP (PE da Cantareira)"
L4200658,PE da Chacrinha," country: BR, region: BR-RJ (PE da Chacrinha)"
L5222283,Búzios," country: BR, region: BR-RJ (PE da Costa do Sol)"
L5222277,Cabo Frio," country: BR, region: BR-RJ (PE da Costa do Sol)"
L5981305,Morro da Piaçava," country: BR, region: BR-RJ (PE da Costa do Sol)"
L4862438,PE da Guarita," country: BR, region: BR-RS (PE da Guarita)"
L3635725,PE da Ilha Anchieta," country: BR, region: BR-SP (PE da Ilha Anchieta)"
L4436620,PE da Lapa Grande," country: BR, region: BR-MG (PE da Lapa Grande)"
L6242867,access road," country: BR, region: BR-MG (PE da Lapa Grande)"
L3344023, Estrada do Pau da Fome," country: BR, region: BR-RJ (PE da Pedra Branca)"
L13731194,Mirante da Mesa," country: BR, region: BR-RJ (PE da Pedra Branca)"
L12025763,Núcleo Colônia Juliano Moreira," country: BR, region: BR-RJ (PE da Pedra Branca)"
L11547700,PE da Pedra Selada," country: BR, region: BR-RJ (PE da Pedra Selada)"
L3761044,Morro Redondo," country: BR, region: BR-RJ (PE da Pedra Selada)"
L11547451,sede," country: BR, region: BR-RJ (PE da Pedra Selada)"
L19367548,PE da Pedra da Boca," country: BR, region: BR-PB (PE da Pedra da Boca)"
L12108597,Alto do Mourão," country: BR, region: BR-RJ (PE da Serra da Tiririca)"
L9644581,Setor Norte (Fazenda Brigadeiro)," country: BR, region: BR-MG (PE da Serra do Brigadeiro)"
L9625682,"Área da sede (Fazenda Neblina, estrada até Ermida e trilhas do entorno)"," country: BR, region: BR-MG (PE da Serra do Brigadeiro)"
L8176920,área geral," country: BR, region: BR-MG (PE da Serra do Brigadeiro)"
L11903365,Casa da Farinha," country: BR, region: BR-SP (PE da Serra do Mar)"
L4786223,Núcleo Cambucá," country: BR, region: BR-SP (PE da Serra do Mar)"
L3873080,Núcleo Caraguatatuba," country: BR, region: BR-SP (PE da Serra do Mar)"
L11906309,"Núcleo Cunha, Pico da Saudade"," country: BR, region: BR-SP (PE da Serra do Mar)"
L3112982,Núcleo Curucutu," country: BR, region: BR-SP (PE da Serra do Mar)"
L20253398,núcleo São Sebastião," country: BR, region: BR-SP (PE da Serra do Mar)"
L8932640,Estrada de acesso," country: BR, region: BR-MG (PE da Serra do Papagaio)"
L8913147,Trilha para Cachoeira do Juju," country: BR, region: BR-MG (PE da Serra do Papagaio)"
L3790250,Centro de Visitantes," country: BR, region: BR-SC (PE da Serra do Tabuleiro)"
L4280162,Estrada Pilões," country: BR, region: BR-SC (PE da Serra do Tabuleiro)"
L3659384,Hotel Plaza Caldas da Imperatriz," country: BR, region: BR-SC (PE da Serra do Tabuleiro)"
L3940102,Praia de Naufragados," country: BR, region: BR-SC (PE da Serra do Tabuleiro)"
L3780231, Vargem do Braço," country: BR, region: BR-SC (PE da Serra do Tabuleiro)"
L3704675,Trilha Pico do Tabuleiro," country: BR, region: BR-SC (PE da Serra do Tabuleiro)"
L4393301,Vargem do Braço," country: BR, region: BR-SC (PE da Serra do Tabuleiro)"
L3445114,PE das Fontes do Ipiranga," country: BR, region: BR-SP (PE das Fontes do Ipiranga)"
L3796596,PE das Furnas do Bom Jesus," country: BR, region: BR-SP (PE das Furnas do Bom Jesus)"
L12213846,PE das Sete Passagens," country: BR, region: BR-BA (PE das Sete Passagens)"
L12262501,PE de Itapeva," country: BR, region: BR-RS (PE de Itapeva)"
L3843035,PE de Porto Ferreira," country: BR, region: BR-SP (PE de Porto Ferreira)"
L5594861,Gleba Capetinga Leste," country: BR, region: BR-SP (PE de Vassununga)"
L5594864,Gleba Capetinga Oeste," country: BR, region: BR-SP (PE de Vassununga)"
L5594869,Gleba Pé de Gigante," country: BR, region: BR-SP (PE de Vassununga)"
L3741853,área geral," country: BR, region: BR-SP (PE de Vassununga)"
L6427381,PE do Aguapeí," country: BR, region: BR-SP (PE do Aguapeí)"
L3975359,sede," country: BR, region: BR-TO (PE do Cantão)"
L4779589,PE do Cerrado," country: BR, region: BR-PR (PE do Cerrado)"
L11943381,Morumbeca do Imbé," country: BR, region: BR-RJ (PE do Desengano)"
L3547307,PE do Espinilho," country: BR, region: BR-RS (PE do Espinilho)"
L16766254,Zona de Amortecimento," country: BR, region: BR-RS (PE do Espinilho)"
L4813151,PE do Ibitipoca," country: BR, region: BR-MG (PE do Ibitipoca)"
L4598989,PE do Itacolomi," country: BR, region: BR-MG (PE do Itacolomi)"
L5054760,Núcleo Arpoador," country: BR, region: BR-SP (PE do Itinguçu)"
L18652842,Praia do Guarauzinho," country: BR, region: BR-SP (PE do Itinguçu)"
L18700409,Serra do Itatins," country: BR, region: BR-SP (PE do Itinguçu)"
L16958482,Cachoeira da Velha," country: BR, region: BR-TO (PE do Jalapão)"
L16958378,Cachoeira do Formiga," country: BR, region: BR-TO (PE do Jalapão)"
L7769514,Dunas," country: BR, region: BR-TO (PE do Jalapão)"
L16958395,Trilha da Serra do Espírito Santo," country: BR, region: BR-TO (PE do Jalapão)"
L2747919,PE do Jaraguá," country: BR, region: BR-SP (PE do Jaraguá)"
L5721042,PE do Juquery," country: BR, region: BR-SP (PE do Juquery)"
L3976245,sede," country: BR, region: BR-TO (PE do Lajeado)"
L16873933,PE do Pau Furtado," country: BR, region: BR-MG (PE do Pau Furtado)"
L7684422,PE do Prosa," country: BR, region: BR-MS (PE do Prosa)"
L11045302,Centro de Pesquisas," country: BR, region: BR-MG (PE do Rio Doce)"
L11047146,Trilha do Vinhático," country: BR, region: BR-MG (PE do Rio Doce)"
L11045226,Área do Mirante," country: BR, region: BR-MG (PE do Rio Doce)"
L21155795,PE do Rio Vermelho," country: BR, region: BR-SC (PE do Rio Vermelho)"
L3942289,PE do Sumidouro," country: BR, region: BR-MG (PE do Sumidouro)"
L7956771,Sede," country: BR, region: BR-RS (PE do Turvo)"
L8615496,Boca do Mato," country: BR, region: BR-RJ (PE dos Três Picos)"
L10073569,Estrada Velha," country: BR, region: BR-RJ (PE dos Três Picos)"
L11902495,Salinas," country: BR, region: BR-RJ (PE dos Três Picos)"
L12661395,Estrada da Pedra Branca," country: BR, region: BR-SP (PE Águas da Billings)"
L4980135, Quarta Colonia (Sede)," country: BR, region: BR-RS (PEC)"
L9106087,PECS São Pedro da Aldeia," country: BR, region: BR-RJ (PECS São Pedro da Aldeia)"
L2015671,Jardim Botânico de São Paulo," country: BR, region: BR-SP (PEFI)"
L7985559,Parque Zoológico de São Paulo," country: BR, region: BR-SP (PEFI)"
L9846537,Pq. CIENTEC USP," country: BR, region: BR-SP (PEFI)"
L4980229, Parque Estadual Quarta Colonia (Sede)," country: BR, region: BR-RS (PEQC)"
L9455503,Núcleo Caboclos," country: BR, region: BR-SP (PETAR)"
L10442321,Pousada da Diva," country: BR, region: BR-SP (PETAR)"
L12914803,Trilha de Alvaro Binha," country: BR, region: BR-SP (PETAR)"
L7294894,PM Maurício de Oliveira," country: BR, region: BR-RN (PM Maurício de Oliveira)"
L9002903,entorno," country: BR, region: BR-RJ (PM Montanhas de Teresópolis)"
L1154568,PN Aparados da Serra," country: BR, region: BR-SC (PN Aparados da Serra)"
L3601280,Cânion do Itaimbezinho," country: BR, region: BR-RS (PN Aparados da Serra)"
L4421341,Trilha da Pedra Branca," country: BR, region: BR-RS (PN Aparados da Serra)"
L5675136,Canaã dos Carajás," country: BR, region: BR-PA (PN Carajás)"
L4441847,Trilha da Gruta do Desenho," country: BR, region: BR-MG (PN Cavernas do Peruaçu)"
L3285870, entrance / entrada," country: BR, region: BR-MA (PN Chapada das Mesas)"
L568276,PN Chapada dos Guimarães," country: BR, region: BR-MT (PN Chapada dos Guimarães)"
L2097220,Pousada do Parque," country: BR, region: BR-MT (PN Chapada dos Guimarães)"
L7912325,PN Do Pau Brasil," country: BR, region: BR-BA (PN Do Pau Brasil)"
L4194424,Ilha Morro da Viuvinha," country: BR, region: BR-RN (PN Fernando de Noronha)"
L7881192,Trilha do Farol," country: BR, region: BR-PE (PN Fernando de Noronha)"
L14280625,mirante da garganta," country: BR, region: BR-PR (PN Foz do Iguaçu)"
L9966036,Céu Azul," country: BR, region: BR-PR (PN Iguaçu)"
L17111439,Porto Canoas," country: BR, region: BR-PR (PN Iguaçu)"
L2886504,PN Ilha Grande," country: BR, region: BR-PR (PN Ilha Grande)"
L9945465,Estrada Rio Paracaí," country: BR, region: BR-PR (PN Ilha Grande)"
L5720233,Trilha Praia Alta," country: BR, region: BR-AM (PN Jaú)"
L5720294,Trilha do Cajú," country: BR, region: BR-AM (PN Jaú)"
L5286218,listas históricas (considere usar uma localidade mais precisa)," country: BR, region: BR-AM (PN Jaú)"
L3923387,área da Cachoeira," country: BR, region: BR-AM (PN Jaú)"
L12760470,Igarapé Preto," country: BR, region: BR-MT (PN Juruena)"
L12711066,Pista Júlio Campos," country: BR, region: BR-MT (PN Juruena)"
L12760254,Serra da Gaveta," country: BR, region: BR-MT (PN Juruena)"
L12711165,Trilha da Cobra," country: BR, region: BR-MT (PN Juruena)"
L12710785,Trilha do Escorpião," country: BR, region: BR-MT (PN Juruena)"
L683785,Estrada de acesso Bal. Mostardense," country: BR, region: BR-RS (PN Lagoa do Peixe)"
L8679426,Lagoa Pai João," country: BR, region: BR-RS (PN Lagoa do Peixe)"
L6429870,Trilha das Figueiras (entrada)," country: BR, region: BR-RS (PN Lagoa do Peixe)"
L3738513,Mar," country: BR, region: BR-RS (PN Lagoa do Peixe)"
L683798,entrada de Tavares," country: BR, region: BR-RS (PN Lagoa do Peixe)"
L3082742, Serra da Caiçara," country: BR, region: BR-RO (PN Mapinguari)"
L3080045, campinarana (margem direita do rio Madeira)," country: BR, region: BR-RO (PN Mapinguari)"
L3457055,"margem esquerda, Porto Velho"," country: BR, region: BR-RO (PN Mapinguari)"
L4890793,PN Marinho de Abrolhos," country: BR, region: BR-BA (PN Marinho de Abrolhos)"
L10209186,PN Montanhas do Tumucumaque," country: BR, region: BR-AP (PN Montanhas do Tumucumaque)"
L3642330, Trilha Passagem Campo da Lagoa," country: BR, region: BR-SC (PN Municipal Dunas da Lagoa da Conceição)"
L3689762,PN Municipal Maciço da Costeira," country: BR, region: BR-SC (PN Municipal Maciço da Costeira)"
L7040424,Carapebus," country: BR, region: BR-RJ (PN Restinga de Jurubatiba)"
L7034828,João Francisco," country: BR, region: BR-RJ (PN Restinga de Jurubatiba)"
L7035030,João Francisco até Barra do Furado," country: BR, region: BR-RJ (PN Restinga de Jurubatiba)"
L5562127,Guapimirim," country: BR, region: BR-RJ (PN Serra De Órgãos)"
L1150421,PN Serra Geral," country: BR, region: BR-RS (PN Serra Geral)"
L3205917,Cânion Fortaleza," country: BR, region: BR-RS (PN Serra Geral)"
L4421396,Cânion Índios Coroados," country: BR, region: BR-RS (PN Serra Geral)"
L933292,PN Serra da Canastra," country: BR, region: BR-MG (PN Serra da Canastra)"
L3775026, southern entrance road," country: BR, region: BR-MG (PN Serra da Canastra)"
L3110379,Casca d'Anta entrance," country: BR, region: BR-MG (PN Serra da Canastra)"
L6139521,Main entrance road," country: BR, region: BR-MG (PN Serra da Canastra)"
L5217587,Nascente Histórica do Rio São Francisco," country: BR, region: BR-MG (PN Serra da Canastra)"
L5843035,Sacramento," country: BR, region: BR-MG (PN Serra da Canastra)"
L4680493,São Roque de Minas," country: BR, region: BR-MG (PN Serra da Canastra)"
L1123073,lower river," country: BR, region: BR-MG (PN Serra da Canastra)"
L1123074,plateau," country: BR, region: BR-MG (PN Serra da Canastra)"
L9009821,Fda Santa Rita," country: BR, region: BR-SC (PN Serra de Itajaí)"
L1123071,PN Serra do Cipó," country: BR, region: BR-MG (PN Serra do Cipó)"
L9002828,Alto Palácio," country: BR, region: BR-MG (PN Serra do Cipó)"
L8156594,Cachoeira Farofa/Cânion dos Bandeirantes," country: BR, region: BR-MG (PN Serra do Cipó)"
L3777254,Casa de Pedra," country: BR, region: BR-MG (PN Serra do Cipó)"
L4632666,Santana do Riacho," country: BR, region: BR-MG (PN Serra do Cipó)"
L6585511,PN Serra do Divisor," country: BR, region: BR-AC (PN Serra do Divisor)"
L3798895," ""Pq das Nascentes"""," country: BR, region: BR-SC (PN Serra do Itajaí)"
L3021098,Ribeirão Quati," country: BR, region: BR-SC (PN Serra do Itajaí)"
L612846,PN Serra dos Orgaos," country: BR, region: BR-RJ (PN Serra dos Orgaos)"
L9215078,Cachoeira Véu de Noiva," country: BR, region: BR-RJ (PN Serra dos Órgãos)"
L14338864,Pedra do Sino," country: BR, region: BR-RJ (PN Serra dos Órgãos)"
L9215063,Portaria," country: BR, region: BR-RJ (PN Serra dos Órgãos)"
L3201052,Alojamento," country: BR, region: BR-SC (PN São Joaquim)"
L4025537,Morro do Bau," country: BR, region: BR-SC (PN São Joaquim)"
L4348698,Trilha Cascatinha," country: BR, region: BR-SC (PN São Joaquim)"
L6444508,KM 115 da Transamazônica," country: BR, region: BR-PA (PN da Amazônia)"
L2239799,Trilha Açaizal," country: BR, region: BR-PA (PN da Amazônia)"
L7843069,Trilha Gameleira," country: BR, region: BR-PA (PN da Amazônia)"
L2238294,Trilha da Capelinha," country: BR, region: BR-PA (PN da Amazônia)"
L6183080,Trilha da Piçarreira," country: BR, region: BR-PA (PN da Amazônia)"
L7892739,Trilha do Gavião Real," country: BR, region: BR-PA (PN da Amazônia)"
L7823331,Trilha do Tracoá," country: BR, region: BR-PA (PN da Amazônia)"
L2238289,Urua," country: BR, region: BR-PA (PN da Amazônia)"
L10530168,área geral," country: BR, region: BR-PA (PN da Amazônia)"
L2442705,Cachoeira da Fumaça," country: BR, region: BR-BA (PN da Chapada Diamantina)"
L2442634,Estrada de terra nos limites do parque," country: BR, region: BR-BA (PN da Chapada Diamantina)"
L6528366,Norte," country: BR, region: BR-BA (PN da Chapada Diamantina)"
L8189090,Serra Negra," country: BR, region: BR-BA (PN da Chapada Diamantina)"
L5599664,"Trilha do Ribeirão, Cachoeira Sossego"," country: BR, region: BR-BA (PN da Chapada Diamantina)"
L755669,listas históricas (considere usar uma localidade mais precisa)," country: BR, region: BR-BA (PN da Chapada Diamantina)"
L6275001,PN da Chapada dos Veadeiros," country: BR, region: BR-GO (PN da Chapada dos Veadeiros)"
L6327732,PN da Furna Feia," country: BR, region: BR-RN (PN da Furna Feia)"
L8267990,Caverna da Furna Feia," country: BR, region: BR-RN (PN da Furna Feia)"
L6146898,Trilha do Letreiro," country: BR, region: BR-RN (PN da Furna Feia)"
L6146901,Trilha do Virgílio," country: BR, region: BR-RN (PN da Furna Feia)"
L7796528,Cânion Malacara," country: BR, region: BR-SC (PN da Serra Geral)"
L8885776,Baixão da Esperança," country: BR, region: BR-PI (PN da Serra da Capivara)"
L3661536,centro de visitantes e entorno," country: BR, region: BR-PI (PN da Serra da Capivara)"
L8710588,Mata Ciliar do rio Cipó," country: BR, region: BR-MG (PN da Serra do Cipó)"
L7581145,Sede Guapimirim," country: BR, region: BR-RJ (PN da Serra dos Órgãos)"
L11908971,Sede Teresópolis," country: BR, region: BR-RJ (PN da Serra dos Órgãos)"
L966038,Corcovado," country: BR, region: BR-RJ (PN da Tijuca)"
L3265741,Estrada das Paineiras," country: BR, region: BR-RJ (PN da Tijuca)"
L4207795,Estrada do Sumaré," country: BR, region: BR-RJ (PN da Tijuca)"
L7756342,Praça Afonso Viseu," country: BR, region: BR-RJ (PN da Tijuca)"
L3107704,área geral," country: BR, region: BR-RJ (PN da Tijuca)"
L4533971,Estrada Mata da Alcione," country: BR, region: BR-BA (PN de Boa Nova)"
L3072518,Mata da Torre," country: BR, region: BR-BA (PN de Boa Nova)"
L4568726,Mata do Charme," country: BR, region: BR-BA (PN de Boa Nova)"
L3072583,Serra do Timorante," country: BR, region: BR-BA (PN de Boa Nova)"
L489392,mate de cipo (vine forest)," country: BR, region: BR-BA (PN de Boa Nova)"
L865779,PN de Brasília," country: BR, region: BR-DF (PN de Brasília)"
L6843186,Água Mineral," country: BR, region: BR-DF (PN de Brasília)"
L6272116,Trilha Cristal Água," country: BR, region: BR-DF (PN de Brasília)"
L6818999,Trilha da Capivara," country: BR, region: BR-DF (PN de Brasília)"
L6272103,Área restrita," country: BR, region: BR-DF (PN de Brasília)"
L5742812,PN de Carajás," country: BR, region: BR-PA (PN de Carajás)"
L2421964,Hotel do Ypê," country: BR, region: BR-RJ (PN de Itatiaia)"
L13891179,acesso à parte alta," country: BR, region: BR-RJ (PN de Itatiaia)"
L13889584,estrada parte alta," country: BR, region: BR-MG (PN de Itatiaia)"
L13894474,parte alta," country: BR, region: BR-RJ (PN de Itatiaia)"
L13396802,Lagoa Grande," country: BR, region: BR-CE (PN de Jericoacoara)"
L3807221,PN de Ubajara," country: BR, region: BR-CE (PN de Ubajara)"
L4418798,PN do Cabo Orange," country: BR, region: BR-AP (PN do Cabo Orange)"
L4706836,Alto Caparaó," country: BR, region: BR-MG (PN do Caparaó)"
L6321524,Pedra Menina," country: BR, region: BR-ES (PN do Caparaó)"
L6061917,Pico da Bandeira," country: BR, region: BR-ES (PN do Caparaó)"
